id,name,group,mode,source,expectedGeometry,originType,dataStatus,validationLevel,license,url,sourcePage,downloadUrl,deriveAction
mapa_fragilidade_ambiental_zae,Mapa de fragilidade ambiental,paisagem,external,SEMADESC e Embrapa Solos. Produto do Zoneamento Agroecológico de Mato Grosso do Sul,Conforme fonte,portal externo,consulta externa,documental,Consultar licença ou termos da instituição responsável,https://www.semadesc.ms.gov.br/programas-e-projetos/zae-ms/,https://www.semadesc.ms.gov.br/mato-grosso-do-sul-ganha-o-maior-raio-x-de-solos-do-brasil-com-estudo-da-embrapa/,,
mapa_vegetacao_original_radam,Mapa de vegetação original RADAM,paisagem,arcgisMap,PIN MS e IBGE. Mapeamento estadual de vegetação RADAM,Conforme fonte,mapa oficial dinâmico,visualização dinâmica,oficial na fonte,Consultar licença ou termos da instituição responsável,https://www.pinms.ms.gov.br/arcgis/rest/services/SGI/Vegetacao_RADAM_MS/MapServer,https://bdiaweb.ibge.gov.br/,,
uso_cobertura_solo,MapBiomas 10.1 — cobertura e uso da terra por município,paisagem,officialxlsx,"MapBiomas Brasil. Estatísticas municipais da Coleção 10.1, 1985–2024, atualizadas em 19 de fevereiro de 2026. O atlas resume classes selecionadas por município.",Sede municipal representativa com estatísticas territoriais,estatística oficial aberta,capturável sob demanda e importável manualmente,produto MapBiomas; síntese municipal derivada e reproduzível,Termos de uso MapBiomas e citação obrigatória da Coleção 10.1 e de seu DOI.,https://drive.usercontent.google.com/download?id=1p0dLrhvKymPhrSithsRBMRgHlFHq0FUf&export=download,https://brasil.mapbiomas.org/estatisticas/,https://drive.google.com/uc?export=download&id=1p0dLrhvKymPhrSithsRBMRgHlFHq0FUf,
mapa_mudancas_uso_solo,MapBiomas 10.1 — desmatamento e vegetação secundária,paisagem,officialxlsx,"MapBiomas Brasil. Estatísticas de desmatamento da Coleção 10.1, 1987–2024, atualização de 8 de maio de 2026. O nível territorial disponível na planilha é preservado nos atributos.",Sede municipal quando disponível ou ponto estadual representativo,estatística oficial aberta,capturável sob demanda e importável manualmente,produto MapBiomas; representação pontual derivada para consulta,Termos de uso MapBiomas e citação obrigatória da Coleção 10.1.,https://brasil.mapbiomas.org/wp-content/uploads/sites/4/2026/05/MAPBIOMAS_BRAZIL_COL.10.1_DEFORESTATION.xlsx,https://brasil.mapbiomas.org/estatisticas/,https://brasil.mapbiomas.org/wp-content/uploads/sites/4/2026/05/MAPBIOMAS_BRAZIL_COL.10.1_DEFORESTATION.xlsx,
mapa_macrozoneamento_zae,Macrozoneamento de solos e apoio ao ZAE,paisagem,arcgisMap,SEMADESC e PIN MS. Macrozoneamento de solos e água disponível como apoio territorial ao ZAE,Conforme fonte,mapa oficial dinâmico,visualização dinâmica,oficial na fonte,Consultar licença ou termos da instituição responsável,https://www.pinms.ms.gov.br/arcgis/rest/services/SEMADESC/SEMADESC_MAPAS/MapServer,https://www.semadesc.ms.gov.br/programas-e-projetos/zae-ms/,,
mapa_zoneamento_agroecologico_ms,Zoneamento Agroecológico de Mato Grosso do Sul,paisagem,external,"SEMADESC e Embrapa Solos. Zonas agroecológicas, aptidões e restrições territoriais",Conforme fonte,portal externo,consulta externa,documental,Consultar licença ou termos da instituição responsável,https://www.semadesc.ms.gov.br/programas-e-projetos/zae-ms/,https://www.semadesc.ms.gov.br/zoneamento-agroecologico-sul-mato-grossense-sera-apresentado-em-evento-de-capacitacao-tecnica-da-semadesc/,,
areas_exploratorias_influencia_cartografica,Áreas exploratórias de influência cartográfica,paisagem,embedded,Produto exploratório e revisável derivado das propostas metodológicas do projeto de pesquisa,Polygon,local,incorporada no pacote,exploratória,CC BY 4.0 para a compilação e os produtos autorais; manter atribuição e termos das fontes primárias,,,,
artesanato_producao_tradicional,Referências cartográficas preliminares — Artesanato e produção tradicional,paisagem,overpass,"Mapa da Cultura, BCR IPHAN e levantamentos comunitários Geometria capturada no OpenStreetMap e sujeita a validação institucional. Os resultados são pontos representativos do OpenStreetMap e não equivalem ao cadastro institucional.",Point representativo,cartografia colaborativa preliminar,captura preliminar sujeita a validação,exploratória,ODbL 1.0 para a geometria OSM; validar termos das fontes institucionais,https://mapas.cultura.gov.br/,,,
gastronomia_mercados_feiras,"Referências cartográficas preliminares — Feiras, mercados, casas de artesanato e gastronomia tradicional",paisagem,overpass,"Captura espacial OpenStreetMap. Validação por inventários municipais, Fundtur MS e Mapa da Cultura Os resultados são pontos representativos do OpenStreetMap e não equivalem ao cadastro institucional.",Point representativo,cartografia colaborativa preliminar,captura preliminar sujeita a validação,exploratória,ODbL 1.0 para a geometria OSM; validar termos das fontes institucionais,https://mapas.cultura.gov.br/,,,
unidades_saude,"Referências cartográficas preliminares — Hospitais, unidades de saúde e urgência",apoio,overpass,CNES e DATASUS Geometria capturada no OpenStreetMap e sujeita a validação institucional. Os resultados são pontos representativos do OpenStreetMap e não equivalem ao cadastro institucional.,Point representativo,cartografia colaborativa preliminar,captura preliminar sujeita a validação,exploratória,ODbL 1.0 para a geometria OSM; validar termos das fontes institucionais,https://datasus.saude.gov.br/cnes-estabelecimentos/,,,
bombeiros_seguranca,"Referências cartográficas preliminares — Bombeiros, polícia e pontos de segurança",apoio,overpass,"CBMMS, SEJUSP e Polícia Civil de Mato Grosso do Sul Geometria capturada no OpenStreetMap e sujeita a validação institucional. Os resultados são pontos representativos do OpenStreetMap e não equivalem ao cadastro institucional.",Point representativo,cartografia colaborativa preliminar,captura preliminar sujeita a validação,exploratória,ODbL 1.0 para a geometria OSM; validar termos das fontes institucionais,https://www.bombeiros.ms.gov.br/,,,
combustivel_oficinas_descanso,"Referências cartográficas preliminares — Combustível, oficinas e áreas de descanso",apoio,overpass,Levantamentos operacionais e bases municipais Geometria capturada no OpenStreetMap e sujeita a validação institucional. Os resultados são pontos representativos do OpenStreetMap e não equivalem ao cadastro institucional.,Point representativo,cartografia colaborativa preliminar,captura preliminar sujeita a validação,exploratória,ODbL 1.0 para a geometria OSM; validar termos das fontes institucionais,,,,
acessibilidade_servicos,"Referências cartográficas preliminares — Acessibilidade, banheiros, água e serviços ao visitante",apoio,overpass,"Cadastur, equipamentos públicos e verificação de campo Geometria capturada no OpenStreetMap e sujeita a validação institucional. Os resultados são pontos representativos do OpenStreetMap e não equivalem ao cadastro institucional.",Point representativo,cartografia colaborativa preliminar,captura preliminar sujeita a validação,exploratória,ODbL 1.0 para a geometria OSM; validar termos das fontes institucionais,,,,
cobertura_telefonia_movel,"Cobertura de telefonia móvel 2G, 3G, 4G e 5G",apoio,external,"Anatel Mosaico SMP. Importação dos SHP oficiais por tecnologia, operadora e intensidade prevista",Conforme fonte,portal externo,consulta externa,documental,Consultar licença ou termos da instituição responsável,https://dados.gov.br/dados/conjuntos-dados/cobertura_movel,https://sistemas.anatel.gov.br/se/public/cmap.php,,
indice_exploratorio_disponibilidade_territorial,Índice exploratório de disponibilidade territorial e documental,analise,embedded,Resultado estável v1.7.0 com fórmula e sensibilidade documentadas. Exclui rotas e produtos derivados para evitar circularidade,Point,local,incorporada no pacote,exploratória,CC BY 4.0 para a compilação e os produtos autorais; manter atribuição e termos das fontes primárias,,,,
trechos_itinerarios,Trechos esquemáticos derivados das propostas metodológicas,analise,embedded,Segmentação cartográfica revisável dos 31 desenhos metodológicos do projeto de pesquisa,LineString,local,incorporada no pacote,exploratória,CC BY 4.0 para a compilação e os produtos autorais; manter atribuição e termos das fontes primárias,,,,
pre_avaliacao_cartografica_itinerarios,Pré-avaliação cartográfica descritiva dos itinerários,analise,embedded,Produto exploratório e revisável derivado das propostas metodológicas do projeto de pesquisa,Point,local,incorporada no pacote,exploratória,CC BY 4.0 para a compilação e os produtos autorais; manter atribuição e termos das fontes primárias,,,,
mapa_zee_ms,Zoneamento Ecológico Econômico de Mato Grosso do Sul,analise,arcgisMap,IMASUL e PIN MS. ZEE MS disponível no serviço cartográfico estadual,Conforme fonte,mapa oficial dinâmico,visualização dinâmica,oficial na fonte,Consultar licença ou termos da instituição responsável,https://www.pinms.ms.gov.br/arcgis/rest/services/IMASUL/SiriemaGeo_Sisla/MapServer/38,https://www.semadesc.ms.gov.br/wp-content/uploads/2018/04/Consolida%C3%A7%C3%A3o-ZEE-2%C2%AA-Aproxima%C3%A7%C3%A3o.pdf,,
vulnerabilidade_territorial_censo_2022,Vulnerabilidade territorial e indicadores do Censo 2022,analise,external,"IBGE, Censo Demográfico 2022 e agregados territoriais",Conforme fonte,portal externo,consulta externa,documental,Consultar licença ou termos da instituição responsável,https://censo2022.ibge.gov.br/panorama/,,,
corredores_exploratorios_aprofundamento,Eixos exploratórios para aprofundamento,analise,embedded,Produto exploratório e revisável derivado das propostas metodológicas do projeto de pesquisa,LineString,local,incorporada no pacote,exploratória,CC BY 4.0 para a compilação e os produtos autorais; manter atribuição e termos das fontes primárias,,,,
riscos_sazonalidade,"Riscos, sazonalidade e restrições operacionais",analise,external,"Defesa Civil de Mato Grosso do Sul, CEMTEC, planos de manejo e validação de campo",Conforme fonte,portal externo,consulta externa,documental,Consultar licença ou termos da instituição responsável,https://www.defesacivil.ms.gov.br/unidade-administrativa/departamento-de-gestao-de-riscos-e-desastres/,https://www.defesacivil.ms.gov.br/programas-e-projetos/monitoracao/,,
acessibilidade_rodoviaria_estimada_rotas_base_externa,Acessibilidade rodoviária estimada das rotas com base externa,analise,derived,Cálculo científico sob demanda com OSRM e rede OpenStreetMap para 7 rotas com base institucional ou documental direta e 2 propostas híbridas.,LineString,derivada na sessão,calculável sob demanda,estimativa técnica não validada em campo,Geometria derivada de OpenStreetMap sob ODbL 1.0; atributos metodológicos autorais sob CC BY 4.0,,https://github.com/Project-OSRM/osrm-backend/blob/master/docs/http.md,,road-access
interacoes_rotas_unidades_conservacao,Interações exploratórias entre rotas e unidades de conservação,analise,derived,Cruzamento geométrico em sessão entre propostas metodológicas de rotas e polígonos CNUC carregados.,Point,derivada na sessão,calculável após captura do CNUC,exploratória; não substitui análise jurídica ou de manejo,CC BY 4.0 para atributos metodológicos; geometrias e atributos de origem mantêm os termos do CNUC,,PROTOCOLO_CNUC_CANIE.md,,route-uc
cavidades_proximas_rotas_estudo,Cavidades próximas às rotas em estudo,analise,derived,Cálculo em sessão da menor distância entre cavidades CANIE e os traçados esquemáticos das rotas. Limiar exploratório de 50 km.,Point,derivada na sessão,calculável após captura do CANIE,exploratória; proximidade não implica visitação ou integração cultural,CC BY 4.0 para atributos metodológicos; dados CANIE mantêm atribuição e limitações da fonte,,PROTOCOLO_CNUC_CANIE.md,,caves-routes
cavidades_em_unidades_conservacao,Cavidades registradas em unidades de conservação,analise,derived,Cruzamento pontual em sessão entre cavidades CANIE e polígonos CNUC carregados.,Point,derivada na sessão,calculável após captura de CNUC e CANIE,exploratória; depende da precisão e atualização das duas fontes,CC BY 4.0 para atributos metodológicos; fontes CNUC e CANIE conservam seus termos,,PROTOCOLO_CNUC_CANIE.md,,caves-uc
inventario_geocientifico_fase3,Inventário geocientífico consolidado da Fase 3,geodiversidade,embedded,Inventário conciliado com 124 unidades espaciais e 42 complexos,Point,compilação científica local,incorporada no pacote,"documental, com níveis de autoridade e evidência por registro",CC BY 4.0 para a compilação. Fontes primárias mantêm seus termos,,,,
ativacao_geocientifica_extensao,"Ativação geocientífica, educação e extensão documentadas",analise,embedded,UFMS e documentação científica da experiência de Rio Verde de Mato Grosso,Point,compilação documental local,incorporada no pacote,documental. O inventário estadual permanece aberto,CC BY 4.0 para a compilação. Fontes originais mantêm seus termos,,,,
potencial_geocientifico_territorial_250km2,Potencial geocientífico territorial documentado — 250 km²,analise,embedded,"Resultado estável da Fase 3.2. Fórmula única IPG100 = 100 × (0,40 Dn + 0,35 Qn + 0,25 Cn)",Polygon hexagonal nominal de 250 km²,produto analítico estável incorporado,incorporada no pacote e reproduzível,"potencial geocientífico documentado. Não avalia viabilidade, governança ou reconhecimento UNESCO","CC BY 4.0 para geometria, atributos e metodologia autorais. Fontes primárias mantêm seus termos",,PROTOCOLO_IPG_TERRITORIAL_FASE3_2.md,,
limite_operacional_ipg_fase3,Limite operacional de contingência da Fase 3.2,territorio,embedded,Envoltória local das 79 sedes municipais e registros usada somente para continuidade operacional offline,Polygon,contingência local,incorporada no pacote,não substitui limite administrativo oficial,CC BY 4.0 para a geometria derivada,,,,
polos_estruturantes_itinerarios_culturais_250km2,Estruturação cultural documentada para itinerários — 250 km²,analise,derived,PEIC cultural independente das rotas,Polygon hexagonal nominal de 250 km²; somente células com evidência são desenhadas,produto analítico derivado na sessão,"calculável com pelo menos três dimensões disponíveis, incluindo duas não sensíveis; classificação definitiva somente com 6/6",diagnóstico cultural territorial; rotas avaliadas separadamente,"CC BY 4.0 para geometria, atributos e metodologia autorais; fontes de entrada conservam seus termos.",,PROTOCOLO_POLOS_ITINERARIOS_CULTURAIS_250KM2.md,,cultural-itineraries-250
indice_cenario_sessao,Cenário temporário calculado com camadas carregadas,analise,derived,Cálculo opcional da sessão. Não altera o índice estável e não incorpora automaticamente as rotas em estudo,Point,derivada,calculável na sessão,exploratória,CC BY 4.0 para os produtos autorais do projeto,,,,
dados_usuario,Dados importados pelo usuário,analise,import,"Arquivo fornecido pelo usuário. O atlas não valida conteúdo, licença ou precisão",Mixed,dados do usuário,importável pelo usuário,não validada,Responsabilidade do usuário,,,,
articulacao_itinerarios_peic_rotas_250km2,Articulação territorial de itinerários — PEIC + convergência de rotas — 250 km²,analise,derived,Camada combinada IATI. Integra 70% da estrutura cultural documentada e 30% da convergência cartográfica das 32 rotas propostas.,Polígonos hexagonais nominais de 250 km² com ao menos uma rota direta ou suporte cultural próximo de múltiplas rotas.,produto analítico derivado na sessão com base de rotas pré-calculada,calculável sem aguardar serviços externos; atualiza-se com as dimensões culturais já carregadas,"priorização exploratória para investigação e validação territorial. Não constitui rota oficial, investimento ou aprovação PRICI","CC BY 4.0 para geometria, atributos e metodologia autorais. Fontes primárias mantêm seus termos",,PROTOCOLO_ARTICULACAO_ITINERARIOS_PEIC_ROTAS_250KM2.md,,cultural-route-articulation-250
