index,grupo,instituicao,ano,titulo,url,nota,acesso,tipo_fonte,referencia_apa7,camadas_relacionadas,uso_no_projeto
53,Geodiversidade e patrimônio geológico,Serviço Geológico do Brasil,s.d.,"Parque Municipal Marina Gatass, registro 1496",https://www.sgb.gov.br/geossit/geossitios/ver/1496,O sistema indicava status Em análise na data de corte,5 ago. 2026,Página institucional ou portal,"Serviço Geológico do Brasil. (s.d.). *Parque Municipal Marina Gatass, registro 1496* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.sgb.gov.br/geossit/geossitios/ver/1496",,O sistema indicava status Em análise na data de corte
54,Geodiversidade e patrimônio geológico,"Rolim, F. G. e Theodorovicz, A.",2012,"Geoparque Bodoquena-Pantanal, MS, proposta",https://rigeo.sgb.gov.br/handle/doc/17164,"Capítulo de Geoparques do Brasil, propostas, CPRM",5 ago. 2026,Página institucional ou portal,"Rolim, F. G. e Theodorovicz, A. (2012). *Geoparque Bodoquena-Pantanal, MS, proposta* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://rigeo.sgb.gov.br/handle/doc/17164",,"Capítulo de Geoparques do Brasil, propostas, CPRM"
55,Geodiversidade e patrimônio geológico,"Tavares, G. N. D., Boggiani, P. C., Leme, J. de M. e Trindade, R. I. F.",2020,The Inventory of the Geological and Paleontological Sites in the Area of the Aspirant Geopark Bodoquena-Pantanal in Brazil,https://doi.org/10.1007/s12371-020-00437-8,"Geoheritage, volume 12, número 1",5 ago. 2026,Artigo científico,"Tavares, G. N. D., Boggiani, P. C., Leme, J. M., & Trindade, R. I. F. (2020). The inventory of the geological and paleontological sites in the area of the aspirant Geopark Bodoquena–Pantanal in Brazil. *Geoheritage, 12*, Article 22. https://doi.org/10.1007/s12371-020-00437-8",pre_avaliacao_geocientifica_geoparques_250km2,"Geoheritage, volume 12, número 1"
56,"Festividades, turismo e inventário cultural",Fundação de Cultura de Mato Grosso do Sul,2026,"Carnaval 2026, blocos de rua tomam Campo Grande em três finais de semana",https://www.fundacaodecultura.ms.gov.br/carnaval-2026-blocos-de-rua-tomam-campo-grande-em-tres-finais-de-semana-de-folia-cultura-e-diversidade/,,5 ago. 2026,Página institucional ou portal,"Fundação de Cultura de Mato Grosso do Sul. (2026). *Carnaval 2026, blocos de rua tomam Campo Grande em três finais de semana* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.fundacaodecultura.ms.gov.br/carnaval-2026-blocos-de-rua-tomam-campo-grande-em-tres-finais-de-semana-de-folia-cultura-e-diversidade",,"Fonte do grupo temático Festividades, turismo e inventário cultural."
57,"Festividades, turismo e inventário cultural",Fundação de Cultura de Mato Grosso do Sul,2026,"Feijoada de Jorge celebra fé, samba e ancestralidade na Vila Carvalho",https://www.fundacaodecultura.ms.gov.br/com-apoio-do-grupo-tez-feijoada-de-jorge-celebra-fe-samba-e-ancestralidade-na-vila-carvalho/,,5 ago. 2026,Página institucional ou portal,"Fundação de Cultura de Mato Grosso do Sul. (2026). *Feijoada de Jorge celebra fé, samba e ancestralidade na Vila Carvalho* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.fundacaodecultura.ms.gov.br/com-apoio-do-grupo-tez-feijoada-de-jorge-celebra-fe-samba-e-ancestralidade-na-vila-carvalho",,"Fonte do grupo temático Festividades, turismo e inventário cultural."
58,"Festividades, turismo e inventário cultural",Prefeitura de Maracaju,2026,30ª Festa da Linguiça de Maracaju,https://turismo.maracaju.ms.gov.br/agenda/30-festa-da-linguica-de-maracaju/1098,,5 ago. 2026,Página institucional ou portal,"Prefeitura de Maracaju. (2026). *30ª Festa da Linguiça de Maracaju* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://turismo.maracaju.ms.gov.br/agenda/30-festa-da-linguica-de-maracaju/1098",,"Fonte do grupo temático Festividades, turismo e inventário cultural."
59,"Festividades, turismo e inventário cultural",Fundação de Cultura de Mato Grosso do Sul,2026,Festival América do Sul 2026 transforma Corumbá em palco da integração latino-americana,https://www.fundacaodecultura.ms.gov.br/festival-america-do-sul-2026-transforma-corumba-em-palco-da-integracao-latino-americana/,,5 ago. 2026,Página institucional ou portal,"Fundação de Cultura de Mato Grosso do Sul. (2026). *Festival América do Sul 2026 transforma Corumbá em palco da integração latino-americana* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.fundacaodecultura.ms.gov.br/festival-america-do-sul-2026-transforma-corumba-em-palco-da-integracao-latino-americana",,"Fonte do grupo temático Festividades, turismo e inventário cultural."
60,"Festividades, turismo e inventário cultural",Fundação de Turismo de Mato Grosso do Sul,2026,III Festival de Inverno de Turismo Rural valoriza experiências autênticas,https://www.turismo.ms.gov.br/iii-festival-de-inverno-de-turismo-rural-valoriza-experiencias-autenticas-na-regiao-turistica-campo-grande-dos-ipes/,,5 ago. 2026,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (2026). *III Festival de Inverno de Turismo Rural valoriza experiências autênticas* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/iii-festival-de-inverno-de-turismo-rural-valoriza-experiencias-autenticas-na-regiao-turistica-campo-grande-dos-ipes",,"Fonte do grupo temático Festividades, turismo e inventário cultural."
61,"Festividades, turismo e inventário cultural",Fundação de Cultura de Mato Grosso do Sul,2026,Relação de bens materiais e imateriais do Estado de Mato Grosso do Sul,https://www.fundacaodecultura.ms.gov.br/wp-content/uploads/2026/05/RELACAO-BENS-MATERIAIS-E-IMATERIAIS-DO-ESTADO-DO-MATO-GROSSO-DO-SUL-atualizado.pdf,,5 ago. 2026,Documento ou publicação institucional,Fundação de Cultura de Mato Grosso do Sul. (2026). *Relação de bens materiais e imateriais do Estado de Mato Grosso do Sul* [Documento ou publicação institucional]. https://www.fundacaodecultura.ms.gov.br/wp-content/uploads/2026/05/RELACAO-BENS-MATERIAIS-E-IMATERIAIS-DO-ESTADO-DO-MATO-GROSSO-DO-SUL-atualizado.pdf,,"Fonte do grupo temático Festividades, turismo e inventário cultural."
62,"Festividades, turismo e inventário cultural",Fundação de Cultura de Mato Grosso do Sul,2026,Festival de Inverno de Bonito 2026 anuncia programação,https://www.fundacaodecultura.ms.gov.br/festival-de-inverno-de-bonito-2026-anuncia-grandes-shows-nacionais-e-reforca-valorizacao-da-cultura-sul-mato-grossense/,,5 ago. 2026,Página institucional ou portal,"Fundação de Cultura de Mato Grosso do Sul. (2026). *Festival de Inverno de Bonito 2026 anuncia programação* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.fundacaodecultura.ms.gov.br/festival-de-inverno-de-bonito-2026-anuncia-grandes-shows-nacionais-e-reforca-valorizacao-da-cultura-sul-mato-grossense",,"Fonte do grupo temático Festividades, turismo e inventário cultural."
63,"Festividades, turismo e inventário cultural",Feira Central e Turística de Campo Grande,s.d.,Festival do Sobá,https://feiracentralcg.com.br/festival-do-soba/,,5 ago. 2026,Página institucional ou portal,"Feira Central e Turística de Campo Grande. (s.d.). *Festival do Sobá* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://feiracentralcg.com.br/festival-do-soba",,"Fonte do grupo temático Festividades, turismo e inventário cultural."
64,Cartografia de base e bibliotecas,OpenStreetMap contributors,s.d.,"OpenStreetMap, cartografia de base",https://www.openstreetmap.org/copyright,,5 ago. 2026,Página institucional ou portal,"OpenStreetMap contributors. (s.d.). *OpenStreetMap, cartografia de base* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.openstreetmap.org/copyright",,Fonte do grupo temático Cartografia de base e bibliotecas.
65,Cartografia de base e bibliotecas,Esri,s.d.,"World Imagery, serviço de imagens de satélite",https://www.arcgis.com/home/item.html?id=10df2279f9684e4a9f6a7f08febac2a9,,5 ago. 2026,Página institucional ou portal,"Esri. (s.d.). *World Imagery, serviço de imagens de satélite* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.arcgis.com/home/item.html?id=10df2279f9684e4a9f6a7f08febac2a9",,Fonte do grupo temático Cartografia de base e bibliotecas.
66,Cartografia de base e bibliotecas,Leaflet,2023,"Leaflet 1.9.4, biblioteca de mapas interativos",https://leafletjs.com/,,5 ago. 2026,Documento ou publicação institucional,"Leaflet. (2023). *Leaflet 1.9.4, biblioteca de mapas interativos* [Documento ou publicação institucional]. https://leafletjs.com",,Fonte do grupo temático Cartografia de base e bibliotecas.
67,Cartografia de base e bibliotecas,Esri Leaflet,s.d.,Esri Leaflet,https://esri.github.io/esri-leaflet/,,5 ago. 2026,Página institucional ou portal,"Esri Leaflet. (s.d.). *Esri Leaflet* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://esri.github.io/esri-leaflet",,Fonte do grupo temático Cartografia de base e bibliotecas.
68,Cartografia de base e bibliotecas,JSZip,s.d.,"JSZip, manipulação de arquivos ZIP no navegador",https://stuk.github.io/jszip/,,5 ago. 2026,Página institucional ou portal,"JSZip. (s.d.). *JSZip, manipulação de arquivos ZIP no navegador* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://stuk.github.io/jszip",,Fonte do grupo temático Cartografia de base e bibliotecas.
69,Cartografia de base e bibliotecas,Papa Parse,s.d.,"Papa Parse, leitura de CSV no navegador",https://www.papaparse.com/,,5 ago. 2026,Página institucional ou portal,"Papa Parse. (s.d.). *Papa Parse, leitura de CSV no navegador* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.papaparse.com",,Fonte do grupo temático Cartografia de base e bibliotecas.
70,Cartografia de base e bibliotecas,shpjs,s.d.,"shpjs, leitura de Shapefile no navegador",https://github.com/calvinmetcalf/shapefile-js,,5 ago. 2026,Página institucional ou portal,"shpjs. (s.d.). *shpjs, leitura de Shapefile no navegador* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://github.com/calvinmetcalf/shapefile-js",,Fonte do grupo temático Cartografia de base e bibliotecas.
71,Patrimônio material e equipamentos culturais,Instituto do Patrimônio Histórico e Artístico Nacional,s.d.,"Bens Tombados, patrimônio material protegido pelo IPHAN",https://www.gov.br/iphan/pt-br/patrimonio-cultural/patrimonio-material/bens-tombados,Base institucional para bens materiais protegidos,5 ago. 2026,Página institucional ou portal,"Instituto do Patrimônio Histórico e Artístico Nacional. (s.d.). *Bens Tombados, patrimônio material protegido pelo IPHAN* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/iphan/pt-br/patrimonio-cultural/patrimonio-material/bens-tombados",patrimonio_material_tombado,Base institucional para bens materiais protegidos
72,Patrimônio material e equipamentos culturais,Instituto do Patrimônio Histórico e Artístico Nacional,s.d.,Patrimônio Material em Mato Grosso do Sul,https://portal.iphan.gov.br/pagina/detalhes/626,Síntese dos bens federais no estado,5 ago. 2026,Página institucional ou portal,"Instituto do Patrimônio Histórico e Artístico Nacional. (s.d.). *Patrimônio Material em Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://portal.iphan.gov.br/pagina/detalhes/626",,Síntese dos bens federais no estado
73,Patrimônio material e equipamentos culturais,Instituto Brasileiro de Museus,2026,"MuseusBr, Cadastro Nacional de Museus",https://cadastro.museus.gov.br/,Museus e pontos de memória,5 ago. 2026,Página institucional ou portal,"Instituto Brasileiro de Museus. (2026). *MuseusBr, Cadastro Nacional de Museus* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://cadastro.museus.gov.br",museus_pontos_memoria,Museus e pontos de memória
74,Patrimônio material e equipamentos culturais,Ministério da Cultura,s.d.,"Mapa da Cultura, conjunto de dados e documentação da API",https://dados.cultura.gov.br/dataset/mapa-da-cultura,"Espaços, agentes, eventos e projetos culturais",5 ago. 2026,Conjunto de dados,"Ministério da Cultura. (s.d.). *Mapa da Cultura, conjunto de dados e documentação da API* [Conjunto de dados]. Recuperado em 6 de agosto de 2026, de https://dados.cultura.gov.br/dataset/mapa-da-cultura",espacos_culturais,"Espaços, agentes, eventos e projetos culturais"
75,Natureza protegida e cavernas,Instituto Chico Mendes de Conservação da Biodiversidade,2026,Dados geoespaciais do ICMBio,https://www.gov.br/icmbio/pt-br/dados-icmbio/dados_geoespaciais,Unidades de conservação e dados temáticos,5 ago. 2026,Página institucional ou portal,"Instituto Chico Mendes de Conservação da Biodiversidade. (2026). *Dados geoespaciais do ICMBio* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/icmbio/pt-br/dados-icmbio/dados_geoespaciais",centros_visitantes_trilhas,Unidades de conservação e dados temáticos
76,Natureza protegida e cavernas,Ministério do Meio Ambiente e IBAMA,2026,"CNUC, polígonos de unidades de conservação no PAMGIA",https://pamgia.ibama.gov.br/server/rest/services/BasesSincronizadas/lim_unidades_conserva%C3%A7%C3%A3o_mma_a/FeatureServer/0,Serviço vetorial oficial sincronizado,5 ago. 2026,Serviço ou API geoespacial,"Ministério do Meio Ambiente e IBAMA. (2026). *CNUC, polígonos de unidades de conservação no PAMGIA* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://pamgia.ibama.gov.br/server/rest/services/BasesSincronizadas/lim_unidades_conserva%C3%A7%C3%A3o_mma_a/FeatureServer/0",parque_nacional_serra_bodoquena,Serviço vetorial oficial sincronizado
77,Natureza protegida e cavernas,ICMBio e CECAV,2026,"Cadastro Nacional de Informações Espeleológicas, CANIE",https://www.gov.br/icmbio/pt-br/assuntos/centros-de-pesquisa/cavernas/cadastro-nacional-de-informacoes-espeleologicas/canie,Cadastro de cavernas com limitações declaradas pela fonte,5 ago. 2026,Página institucional ou portal,"ICMBio e CECAV. (2026). *Cadastro Nacional de Informações Espeleológicas, CANIE* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/icmbio/pt-br/assuntos/centros-de-pesquisa/cavernas/cadastro-nacional-de-informacoes-espeleologicas/canie",cavernas_canie,Cadastro de cavernas com limitações declaradas pela fonte
78,Turismo e economia cultural,Ministério do Turismo,2026,Conjuntos de dados do Cadastur,https://dados.turismo.gov.br/dataset/?tags=Cadastur,Prestadores de serviços turísticos,5 ago. 2026,Página institucional ou portal,"Ministério do Turismo. (2026). *Conjuntos de dados do Cadastur* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://dados.turismo.gov.br/dataset/?tags=Cadastur",,Prestadores de serviços turísticos
79,Turismo e economia cultural,Ministério do Turismo,2026,"API Cadastur, catálogo Conecta gov.br",https://www.gov.br/conecta/catalogo/apis/cadastur-cadastro-de-prestadores-de-servicos-turisticos/swagger.json/swagger_view,Documentação da interface de consulta,5 ago. 2026,Página institucional ou portal,"Ministério do Turismo. (2026). *API Cadastur, catálogo Conecta gov.br* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/conecta/catalogo/apis/cadastur-cadastro-de-prestadores-de-servicos-turisticos/swagger.json/swagger_view",,Documentação da interface de consulta
80,Turismo e economia cultural,Fundação de Turismo de Mato Grosso do Sul,2026,Informações ao turista e centros de atendimento,https://www.turismo.ms.gov.br/tourist-information/,Pontos de apoio e órgãos municipais,5 ago. 2026,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (2026). *Informações ao turista e centros de atendimento* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/tourist-information",,Pontos de apoio e órgãos municipais
81,Mobilidade multimodal,Infra S.A. e ANTT,2026,"Ferrovias concedidas em operação, serviço geoespacial",https://geo.infrasa.gov.br/server/rest/services/Ferrovias_Concedidas_em_opera%C3%A7%C3%A3o/FeatureServer,Malha ferroviária em operação,5 ago. 2026,Serviço ou API geoespacial,"Infra S.A. e ANTT. (2026). *Ferrovias concedidas em operação, serviço geoespacial* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://geo.infrasa.gov.br/server/rest/services/Ferrovias_Concedidas_em_opera%C3%A7%C3%A3o/FeatureServer",,Malha ferroviária em operação
82,Mobilidade multimodal,Infra S.A. e ANTAQ,2026,"Terminais e instalações portuárias, serviço geoespacial",https://geo.infrasa.gov.br/server/rest/services/Terminais_Portu%C3%A1rias/FeatureServer,Portos públicos e privados,5 ago. 2026,Serviço ou API geoespacial,"Infra S.A. e ANTAQ. (2026). *Terminais e instalações portuárias, serviço geoespacial* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://geo.infrasa.gov.br/server/rest/services/Terminais_Portu%C3%A1rias/FeatureServer",,Portos públicos e privados
83,Mobilidade multimodal,Infra S.A. e ANAC,2026,"Aeroportos, serviço geoespacial",https://geo.infrasa.gov.br/server/rest/services/Aeroportos/FeatureServer,Cadastro de aeroportos e aeródromos,5 ago. 2026,Serviço ou API geoespacial,"Infra S.A. e ANAC. (2026). *Aeroportos, serviço geoespacial* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://geo.infrasa.gov.br/server/rest/services/Aeroportos/FeatureServer",,Cadastro de aeroportos e aeródromos
84,Mobilidade multimodal,Departamento Nacional de Infraestrutura de Transportes,2026,"Conjuntos de dados abertos, condições do pavimento e obras",https://www.gov.br/dnit/pt-br/acesso-a-informacao/dados-abertos/conjuntos-de-dados,Dados operacionais rodoviários,5 ago. 2026,Página institucional ou portal,"Departamento Nacional de Infraestrutura de Transportes. (2026). *Conjuntos de dados abertos, condições do pavimento e obras* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/dnit/pt-br/acesso-a-informacao/dados-abertos/conjuntos-de-dados",condicao_pavimento,Dados operacionais rodoviários
85,Mobilidade multimodal,Infra S.A.,2026,Geoportal do Observatório Nacional de Transporte e Logística,https://geoportal.infrasa.gov.br/ontl/,Consulta multimodal integrada,5 ago. 2026,Página institucional ou portal,"Infra S.A. (2026). *Geoportal do Observatório Nacional de Transporte e Logística* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://geoportal.infrasa.gov.br/ontl",terminais_rodoviarios_fronteiras,Consulta multimodal integrada
86,Paisagem e produção tradicional,MapBiomas Brasil,2026,"Coleção 10, uso e cobertura da terra de 1985 a 2024",https://brasil.mapbiomas.org/colecoes-mapbiomas/,Base de paisagem e transformação territorial,5 ago. 2026,Página institucional ou portal,"MapBiomas Brasil. (2026). *Coleção 10, uso e cobertura da terra de 1985 a 2024* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://brasil.mapbiomas.org/colecoes-mapbiomas",,Base de paisagem e transformação territorial
87,Paisagem e produção tradicional,MapBiomas Brasil,2026,Downloads de mapas e camadas,https://brasil.mapbiomas.org/downloads/,Arquivos raster e vetoriais,5 ago. 2026,Documento ou publicação institucional,MapBiomas Brasil. (2026). *Downloads de mapas e camadas* [Documento ou publicação institucional]. https://brasil.mapbiomas.org/downloads,,Arquivos raster e vetoriais
88,"Apoio, segurança e saúde",Ministério da Saúde e DATASUS,2026,"CNES, estabelecimentos de saúde",https://datasus.saude.gov.br/cnes-estabelecimentos/,"Hospitais, unidades e serviços de saúde",5 ago. 2026,Página institucional ou portal,"Ministério da Saúde e DATASUS. (2026). *CNES, estabelecimentos de saúde* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://datasus.saude.gov.br/cnes-estabelecimentos",unidades_saude,"Hospitais, unidades e serviços de saúde"
89,"Apoio, segurança e saúde",Governo de Mato Grosso do Sul,2024,"Decreto nº 16.448, estrutura operacional do Corpo de Bombeiros Militar",https://aacpdappls.net.ms.gov.br/appls/legislacao/secoge/govato.nsf/fd8600de8a55c7fc04256b210079ce25/5e7ddd6a7dc5185f04258b3300417537,Sedes e áreas operacionais,5 ago. 2026,Documento ou publicação institucional,"Governo de Mato Grosso do Sul. (2024). *Decreto nº 16.448, estrutura operacional do Corpo de Bombeiros Militar* [Documento ou publicação institucional]. https://aacpdappls.net.ms.gov.br/appls/legislacao/secoge/govato.nsf/fd8600de8a55c7fc04256b210079ce25/5e7ddd6a7dc5185f04258b3300417537",,Sedes e áreas operacionais
90,"Apoio, segurança e saúde",Polícia Civil de Mato Grosso do Sul,2026,Portal institucional e unidades de atendimento,https://www.pc.ms.gov.br/,Referência para pontos de segurança,5 ago. 2026,Página institucional ou portal,"Polícia Civil de Mato Grosso do Sul. (2026). *Portal institucional e unidades de atendimento* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.pc.ms.gov.br",,Referência para pontos de segurança
91,Metodologia analítica do projeto,Projeto Atlas Interativo MS,2026,"Índice exploratório de disponibilidade territorial e documental, versão metodológica v1.6.0",METODOLOGIA_E_GOVERNANCA.md,"Fórmula explícita, pesos publicados e 500 simulações. As rotas e camadas derivadas foram excluídas do índice para evitar circularidade.",6 ago. 2026,Documento metodológico do projeto,"Busón Buesa, C., Zamberlan, C. O., & Centenaro, M. (2026). *Índice exploratório de disponibilidade territorial e documental* (Versão metodológica 1.6.0) [Documento metodológico do projeto]. METODOLOGIA_E_GOVERNANCA.md",indice_exploratorio_disponibilidade_territorial,"Fórmula explícita, pesos publicados e 500 simulações. As rotas e camadas derivadas foram excluídas do índice para evitar circularidade."
92,Cartografia de base e bibliotecas,Google,2026,"Maps URLs, abertura de vistas de mapa e imagem de satélite",https://developers.google.com/maps/documentation/urls/get-started?hl=pt-BR,Utilizado para abrir a posição atual do atlas no Google Maps,5 ago. 2026,Documento ou publicação institucional,"Google. (2026). *Maps URLs, abertura de vistas de mapa e imagem de satélite* [Documento ou publicação institucional]. https://developers.google.com/maps/documentation/urls/get-started?hl=pt-BR",,Utilizado para abrir a posição atual do atlas no Google Maps
93,Cartografia de base e bibliotecas,Google,2026,Google Earth para Web,https://earth.google.com/web/,Acesso externo para visualização tridimensional da posição atual,5 ago. 2026,Página institucional ou portal,"Google. (2026). *Google Earth para Web* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://earth.google.com/web",,Acesso externo para visualização tridimensional da posição atual
94,Cartografia de base e bibliotecas,Esri,2026,"World Topographic Map, World Street Map e Light Gray Canvas",https://services.arcgisonline.com/ArcGIS/rest/services/,Mapas base alternativos utilizados no seletor da versão 12,5 ago. 2026,Página institucional ou portal,"Esri. (2026). *World Topographic Map, World Street Map e Light Gray Canvas* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://services.arcgisonline.com/ArcGIS/rest/services",,Mapas base alternativos utilizados no seletor da versão 12
95,Educação superior e pesquisa,Ministério da Educação,2026,"e-MEC, consulta de instituições e cursos de educação superior",https://emec.mec.gov.br/,Validação das instituições públicas e privadas,5 ago. 2026,Página institucional ou portal,"Ministério da Educação. (2026). *e-MEC, consulta de instituições e cursos de educação superior* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://emec.mec.gov.br",campus_ensino_superior,Validação das instituições públicas e privadas
96,Educação superior e pesquisa,Universidade Federal de Mato Grosso do Sul,2026,Câmpus da UFMS,https://www.ufms.br/universidade/campus-ufms/,Dez unidades no estado,5 ago. 2026,Página institucional ou portal,"Universidade Federal de Mato Grosso do Sul. (2026). *Câmpus da UFMS* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.ufms.br/universidade/campus-ufms",,Dez unidades no estado
97,Educação superior e pesquisa,Universidade Estadual de Mato Grosso do Sul,2026,Unidades universitárias e polos,https://www.uems.br/cidades,Unidades presenciais e polos UAB,5 ago. 2026,Página institucional ou portal,"Universidade Estadual de Mato Grosso do Sul. (2026). *Unidades universitárias e polos* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.uems.br/cidades",,Unidades presenciais e polos UAB
98,Educação superior e pesquisa,Universidade Federal da Grande Dourados,2026,Portal institucional da UFGD,https://www.ufgd.edu.br/,Campus e unidades em Dourados,5 ago. 2026,Página institucional ou portal,"Universidade Federal da Grande Dourados. (2026). *Portal institucional da UFGD* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.ufgd.edu.br",,Campus e unidades em Dourados
99,Educação superior e pesquisa,Instituto Federal de Mato Grosso do Sul,2026,Campi do IFMS,https://www.ifms.edu.br/campi,Institutos federais no estado,5 ago. 2026,Página institucional ou portal,"Instituto Federal de Mato Grosso do Sul. (2026). *Campi do IFMS* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.ifms.edu.br/campi",,Institutos federais no estado
100,Museus e memória,Instituto Brasileiro de Museus,2026,"MuseusBr, registros com endereço em Mato Grosso do Sul",https://cadastro.museus.gov.br/uf-endereco/ms/,Fonte institucional de validação dos museus e pontos de memória,5 ago. 2026,Página institucional ou portal,"Instituto Brasileiro de Museus. (2026). *MuseusBr, registros com endereço em Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://cadastro.museus.gov.br/uf-endereco/ms",,Fonte institucional de validação dos museus e pontos de memória
101,Bibliotecas e arquivos,Ministério da Cultura,2026,PNLD nas bibliotecas de Mato Grosso do Sul,https://www.gov.br/cultura/pt-br/assuntos/sistema-nacional-de-bibliotecas-publicas-snbp/pnld-bibliotecas/pnld-mato-grosso-do-sul,Relação de bibliotecas públicas e comunitárias,5 ago. 2026,Página institucional ou portal,"Ministério da Cultura. (2026). *PNLD nas bibliotecas de Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/cultura/pt-br/assuntos/sistema-nacional-de-bibliotecas-publicas-snbp/pnld-bibliotecas/pnld-mato-grosso-do-sul",bibliotecas_arquivos,Relação de bibliotecas públicas e comunitárias
102,Bibliotecas e arquivos,Ministério da Cultura,2026,Sistema Estadual de Bibliotecas de Mato Grosso do Sul,https://www.gov.br/cultura/pt-br/assuntos/sistema-nacional-de-bibliotecas-publicas-snbp/teste01/sistemas-estaduais-1/sistema-estadual-de-bibliotecas-de-mato-grosso-do-sul,Referência institucional estadual,5 ago. 2026,Página institucional ou portal,"Ministério da Cultura. (2026). *Sistema Estadual de Bibliotecas de Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/cultura/pt-br/assuntos/sistema-nacional-de-bibliotecas-publicas-snbp/teste01/sistemas-estaduais-1/sistema-estadual-de-bibliotecas-de-mato-grosso-do-sul",,Referência institucional estadual
103,Mobilidade rodoviária,AGEMS,2026,Transporte rodoviário intermunicipal de passageiros,https://www.agems.ms.gov.br/informativo/transporte-rodoviario-intermunicipal/,Validação operacional de terminais e serviços,5 ago. 2026,Página institucional ou portal,"AGEMS. (2026). *Transporte rodoviário intermunicipal de passageiros* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.agems.ms.gov.br/informativo/transporte-rodoviario-intermunicipal",terminais_rodoviarios,Validação operacional de terminais e serviços
104,Turismo e atendimento,Fundação de Turismo de Mato Grosso do Sul,2026,Informações turísticas e Centros de Atendimento ao Turista,https://www.turismo.ms.gov.br/informacoes-turisticas/,CAT e apoio municipal ao visitante,5 ago. 2026,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (2026). *Informações turísticas e Centros de Atendimento ao Turista* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/informacoes-turisticas",centros_atendimento_turista,CAT e apoio municipal ao visitante
105,Conectividade,Anatel,2026,"Mosaico SMP, mapas e arquivos de cobertura móvel",https://dados.gov.br/dados/conjuntos-dados/cobertura_movel,Conjunto de dados de cobertura móvel e metadados. A visualização complementar utiliza o Mosaico SMP.,5 ago. 2026,Documento ou publicação institucional,"Anatel. (2026). *Mosaico SMP, mapas e arquivos de cobertura móvel* [Documento ou publicação institucional]. https://dados.gov.br/dados/conjuntos-dados/cobertura_movel",cobertura_telefonia_movel,Conjunto de dados de cobertura móvel e metadados. A visualização complementar utiliza o Mosaico SMP.
