index,grupo,tipo_fonte,referencia_apa7,url,acesso,camadas_relacionadas,uso_no_projeto
62,"Festividades, turismo e inventário cultural",Página institucional ou portal,"Fundação de Cultura de Mato Grosso do Sul. (2026). *Festival de Inverno de Bonito 2026 anuncia programação* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.fundacaodecultura.ms.gov.br/festival-de-inverno-de-bonito-2026-anuncia-grandes-shows-nacionais-e-reforca-valorizacao-da-cultura-sul-mato-grossense",https://www.fundacaodecultura.ms.gov.br/festival-de-inverno-de-bonito-2026-anuncia-grandes-shows-nacionais-e-reforca-valorizacao-da-cultura-sul-mato-grossense/,5 ago. 2026,,"Fonte do grupo temático Festividades, turismo e inventário cultural."
63,"Festividades, turismo e inventário cultural",Página institucional ou portal,"Feira Central e Turística de Campo Grande. (s.d.). *Festival do Sobá* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://feiracentralcg.com.br/festival-do-soba",https://feiracentralcg.com.br/festival-do-soba/,5 ago. 2026,,"Fonte do grupo temático Festividades, turismo e inventário cultural."
64,Cartografia de base e bibliotecas,Página institucional ou portal,"OpenStreetMap contributors. (s.d.). *OpenStreetMap, cartografia de base* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.openstreetmap.org/copyright",https://www.openstreetmap.org/copyright,5 ago. 2026,,Fonte do grupo temático Cartografia de base e bibliotecas.
65,Cartografia de base e bibliotecas,Página institucional ou portal,"Esri. (s.d.). *World Imagery, serviço de imagens de satélite* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.arcgis.com/home/item.html?id=10df2279f9684e4a9f6a7f08febac2a9",https://www.arcgis.com/home/item.html?id=10df2279f9684e4a9f6a7f08febac2a9,5 ago. 2026,,Fonte do grupo temático Cartografia de base e bibliotecas.
66,Cartografia de base e bibliotecas,Documento ou publicação institucional,"Leaflet. (2023). *Leaflet 1.9.4, biblioteca de mapas interativos* [Documento ou publicação institucional]. https://leafletjs.com",https://leafletjs.com/,5 ago. 2026,,Fonte do grupo temático Cartografia de base e bibliotecas.
67,Cartografia de base e bibliotecas,Página institucional ou portal,"Esri Leaflet. (s.d.). *Esri Leaflet* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://esri.github.io/esri-leaflet",https://esri.github.io/esri-leaflet/,5 ago. 2026,,Fonte do grupo temático Cartografia de base e bibliotecas.
68,Cartografia de base e bibliotecas,Página institucional ou portal,"JSZip. (s.d.). *JSZip, manipulação de arquivos ZIP no navegador* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://stuk.github.io/jszip",https://stuk.github.io/jszip/,5 ago. 2026,,Fonte do grupo temático Cartografia de base e bibliotecas.
69,Cartografia de base e bibliotecas,Página institucional ou portal,"Papa Parse. (s.d.). *Papa Parse, leitura de CSV no navegador* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.papaparse.com",https://www.papaparse.com/,5 ago. 2026,,Fonte do grupo temático Cartografia de base e bibliotecas.
70,Cartografia de base e bibliotecas,Página institucional ou portal,"shpjs. (s.d.). *shpjs, leitura de Shapefile no navegador* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://github.com/calvinmetcalf/shapefile-js",https://github.com/calvinmetcalf/shapefile-js,5 ago. 2026,,Fonte do grupo temático Cartografia de base e bibliotecas.
71,Patrimônio material e equipamentos culturais,Página institucional ou portal,"Instituto do Patrimônio Histórico e Artístico Nacional. (s.d.). *Bens Tombados, patrimônio material protegido pelo IPHAN* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/iphan/pt-br/patrimonio-cultural/patrimonio-material/bens-tombados",https://www.gov.br/iphan/pt-br/patrimonio-cultural/patrimonio-material/bens-tombados,5 ago. 2026,patrimonio_material_tombado,Base institucional para bens materiais protegidos
72,Patrimônio material e equipamentos culturais,Página institucional ou portal,"Instituto do Patrimônio Histórico e Artístico Nacional. (s.d.). *Patrimônio Material em Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://portal.iphan.gov.br/pagina/detalhes/626",https://portal.iphan.gov.br/pagina/detalhes/626,5 ago. 2026,,Síntese dos bens federais no estado
73,Patrimônio material e equipamentos culturais,Página institucional ou portal,"Instituto Brasileiro de Museus. (2026). *MuseusBr, Cadastro Nacional de Museus* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://cadastro.museus.gov.br",https://cadastro.museus.gov.br/,5 ago. 2026,museus_pontos_memoria,Museus e pontos de memória
74,Patrimônio material e equipamentos culturais,Conjunto de dados,"Ministério da Cultura. (s.d.). *Mapa da Cultura, conjunto de dados e documentação da API* [Conjunto de dados]. Recuperado em 6 de agosto de 2026, de https://dados.cultura.gov.br/dataset/mapa-da-cultura",https://dados.cultura.gov.br/dataset/mapa-da-cultura,5 ago. 2026,espacos_culturais,"Espaços, agentes, eventos e projetos culturais"
75,Natureza protegida e cavernas,Página institucional ou portal,"Instituto Chico Mendes de Conservação da Biodiversidade. (2026). *Dados geoespaciais do ICMBio* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/icmbio/pt-br/dados-icmbio/dados_geoespaciais",https://www.gov.br/icmbio/pt-br/dados-icmbio/dados_geoespaciais,5 ago. 2026,centros_visitantes_trilhas,Unidades de conservação e dados temáticos
76,Natureza protegida e cavernas,Serviço ou API geoespacial,"Ministério do Meio Ambiente e IBAMA. (2026). *CNUC, polígonos de unidades de conservação no PAMGIA* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://pamgia.ibama.gov.br/server/rest/services/BasesSincronizadas/lim_unidades_conserva%C3%A7%C3%A3o_mma_a/FeatureServer/0",https://pamgia.ibama.gov.br/server/rest/services/BasesSincronizadas/lim_unidades_conserva%C3%A7%C3%A3o_mma_a/FeatureServer/0,5 ago. 2026,parque_nacional_serra_bodoquena,Serviço vetorial oficial sincronizado
77,Natureza protegida e cavernas,Página institucional ou portal,"ICMBio e CECAV. (2026). *Cadastro Nacional de Informações Espeleológicas, CANIE* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/icmbio/pt-br/assuntos/centros-de-pesquisa/cavernas/cadastro-nacional-de-informacoes-espeleologicas/canie",https://www.gov.br/icmbio/pt-br/assuntos/centros-de-pesquisa/cavernas/cadastro-nacional-de-informacoes-espeleologicas/canie,5 ago. 2026,cavernas_canie,Cadastro de cavernas com limitações declaradas pela fonte
78,Turismo e economia cultural,Página institucional ou portal,"Ministério do Turismo. (2026). *Conjuntos de dados do Cadastur* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://dados.turismo.gov.br/dataset/?tags=Cadastur",https://dados.turismo.gov.br/dataset/?tags=Cadastur,5 ago. 2026,,Prestadores de serviços turísticos
79,Turismo e economia cultural,Página institucional ou portal,"Ministério do Turismo. (2026). *API Cadastur, catálogo Conecta gov.br* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/conecta/catalogo/apis/cadastur-cadastro-de-prestadores-de-servicos-turisticos/swagger.json/swagger_view",https://www.gov.br/conecta/catalogo/apis/cadastur-cadastro-de-prestadores-de-servicos-turisticos/swagger.json/swagger_view,5 ago. 2026,,Documentação da interface de consulta
80,Turismo e economia cultural,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (2026). *Informações ao turista e centros de atendimento* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/tourist-information",https://www.turismo.ms.gov.br/tourist-information/,5 ago. 2026,,Pontos de apoio e órgãos municipais
81,Mobilidade multimodal,Serviço ou API geoespacial,"Infra S.A. e ANTT. (2026). *Ferrovias concedidas em operação, serviço geoespacial* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://geo.infrasa.gov.br/server/rest/services/Ferrovias_Concedidas_em_opera%C3%A7%C3%A3o/FeatureServer",https://geo.infrasa.gov.br/server/rest/services/Ferrovias_Concedidas_em_opera%C3%A7%C3%A3o/FeatureServer,5 ago. 2026,,Malha ferroviária em operação
82,Mobilidade multimodal,Serviço ou API geoespacial,"Infra S.A. e ANTAQ. (2026). *Terminais e instalações portuárias, serviço geoespacial* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://geo.infrasa.gov.br/server/rest/services/Terminais_Portu%C3%A1rias/FeatureServer",https://geo.infrasa.gov.br/server/rest/services/Terminais_Portu%C3%A1rias/FeatureServer,5 ago. 2026,,Portos públicos e privados
83,Mobilidade multimodal,Serviço ou API geoespacial,"Infra S.A. e ANAC. (2026). *Aeroportos, serviço geoespacial* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://geo.infrasa.gov.br/server/rest/services/Aeroportos/FeatureServer",https://geo.infrasa.gov.br/server/rest/services/Aeroportos/FeatureServer,5 ago. 2026,,Cadastro de aeroportos e aeródromos
84,Mobilidade multimodal,Página institucional ou portal,"Departamento Nacional de Infraestrutura de Transportes. (2026). *Conjuntos de dados abertos, condições do pavimento e obras* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/dnit/pt-br/acesso-a-informacao/dados-abertos/conjuntos-de-dados",https://www.gov.br/dnit/pt-br/acesso-a-informacao/dados-abertos/conjuntos-de-dados,5 ago. 2026,condicao_pavimento,Dados operacionais rodoviários
85,Mobilidade multimodal,Página institucional ou portal,"Infra S.A. (2026). *Geoportal do Observatório Nacional de Transporte e Logística* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://geoportal.infrasa.gov.br/ontl",https://geoportal.infrasa.gov.br/ontl/,5 ago. 2026,terminais_rodoviarios_fronteiras,Consulta multimodal integrada
86,Paisagem e produção tradicional,Página institucional ou portal,"MapBiomas Brasil. (2026). *Coleção 10, uso e cobertura da terra de 1985 a 2024* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://brasil.mapbiomas.org/colecoes-mapbiomas",https://brasil.mapbiomas.org/colecoes-mapbiomas/,5 ago. 2026,,Base de paisagem e transformação territorial
87,Paisagem e produção tradicional,Documento ou publicação institucional,MapBiomas Brasil. (2026). *Downloads de mapas e camadas* [Documento ou publicação institucional]. https://brasil.mapbiomas.org/downloads,https://brasil.mapbiomas.org/downloads/,5 ago. 2026,,Arquivos raster e vetoriais
88,"Apoio, segurança e saúde",Página institucional ou portal,"Ministério da Saúde e DATASUS. (2026). *CNES, estabelecimentos de saúde* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://datasus.saude.gov.br/cnes-estabelecimentos",https://datasus.saude.gov.br/cnes-estabelecimentos/,5 ago. 2026,unidades_saude,"Hospitais, unidades e serviços de saúde"
89,"Apoio, segurança e saúde",Documento ou publicação institucional,"Governo de Mato Grosso do Sul. (2024). *Decreto nº 16.448, estrutura operacional do Corpo de Bombeiros Militar* [Documento ou publicação institucional]. https://aacpdappls.net.ms.gov.br/appls/legislacao/secoge/govato.nsf/fd8600de8a55c7fc04256b210079ce25/5e7ddd6a7dc5185f04258b3300417537",https://aacpdappls.net.ms.gov.br/appls/legislacao/secoge/govato.nsf/fd8600de8a55c7fc04256b210079ce25/5e7ddd6a7dc5185f04258b3300417537,5 ago. 2026,,Sedes e áreas operacionais
90,"Apoio, segurança e saúde",Página institucional ou portal,"Polícia Civil de Mato Grosso do Sul. (2026). *Portal institucional e unidades de atendimento* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.pc.ms.gov.br",https://www.pc.ms.gov.br/,5 ago. 2026,,Referência para pontos de segurança
91,Metodologia analítica do projeto,Documento metodológico do projeto,"Busón Buesa, C., Zamberlan, C. O., & Centenaro, M. (2026). *Índice exploratório de disponibilidade territorial e documental* (Versão metodológica 1.6.0) [Documento metodológico do projeto]. METODOLOGIA_E_GOVERNANCA.md",METODOLOGIA_E_GOVERNANCA.md,6 ago. 2026,indice_exploratorio_disponibilidade_territorial,"Fórmula explícita, pesos publicados e 500 simulações. As rotas e camadas derivadas foram excluídas do índice para evitar circularidade."
92,Cartografia de base e bibliotecas,Documento ou publicação institucional,"Google. (2026). *Maps URLs, abertura de vistas de mapa e imagem de satélite* [Documento ou publicação institucional]. https://developers.google.com/maps/documentation/urls/get-started?hl=pt-BR",https://developers.google.com/maps/documentation/urls/get-started?hl=pt-BR,5 ago. 2026,,Utilizado para abrir a posição atual do atlas no Google Maps
93,Cartografia de base e bibliotecas,Página institucional ou portal,"Google. (2026). *Google Earth para Web* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://earth.google.com/web",https://earth.google.com/web/,5 ago. 2026,,Acesso externo para visualização tridimensional da posição atual
94,Cartografia de base e bibliotecas,Página institucional ou portal,"Esri. (2026). *World Topographic Map, World Street Map e Light Gray Canvas* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://services.arcgisonline.com/ArcGIS/rest/services",https://services.arcgisonline.com/ArcGIS/rest/services/,5 ago. 2026,,Mapas base alternativos utilizados no seletor da versão 12
95,Educação superior e pesquisa,Página institucional ou portal,"Ministério da Educação. (2026). *e-MEC, consulta de instituições e cursos de educação superior* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://emec.mec.gov.br",https://emec.mec.gov.br/,5 ago. 2026,campus_ensino_superior,Validação das instituições públicas e privadas
96,Educação superior e pesquisa,Página institucional ou portal,"Universidade Federal de Mato Grosso do Sul. (2026). *Câmpus da UFMS* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.ufms.br/universidade/campus-ufms",https://www.ufms.br/universidade/campus-ufms/,5 ago. 2026,,Dez unidades no estado
97,Educação superior e pesquisa,Página institucional ou portal,"Universidade Estadual de Mato Grosso do Sul. (2026). *Unidades universitárias e polos* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.uems.br/cidades",https://www.uems.br/cidades,5 ago. 2026,,Unidades presenciais e polos UAB
98,Educação superior e pesquisa,Página institucional ou portal,"Universidade Federal da Grande Dourados. (2026). *Portal institucional da UFGD* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.ufgd.edu.br",https://www.ufgd.edu.br/,5 ago. 2026,,Campus e unidades em Dourados
99,Educação superior e pesquisa,Página institucional ou portal,"Instituto Federal de Mato Grosso do Sul. (2026). *Campi do IFMS* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.ifms.edu.br/campi",https://www.ifms.edu.br/campi,5 ago. 2026,,Institutos federais no estado
100,Museus e memória,Página institucional ou portal,"Instituto Brasileiro de Museus. (2026). *MuseusBr, registros com endereço em Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://cadastro.museus.gov.br/uf-endereco/ms",https://cadastro.museus.gov.br/uf-endereco/ms/,5 ago. 2026,,Fonte institucional de validação dos museus e pontos de memória
101,Bibliotecas e arquivos,Página institucional ou portal,"Ministério da Cultura. (2026). *PNLD nas bibliotecas de Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/cultura/pt-br/assuntos/sistema-nacional-de-bibliotecas-publicas-snbp/pnld-bibliotecas/pnld-mato-grosso-do-sul",https://www.gov.br/cultura/pt-br/assuntos/sistema-nacional-de-bibliotecas-publicas-snbp/pnld-bibliotecas/pnld-mato-grosso-do-sul,5 ago. 2026,bibliotecas_arquivos,Relação de bibliotecas públicas e comunitárias
102,Bibliotecas e arquivos,Página institucional ou portal,"Ministério da Cultura. (2026). *Sistema Estadual de Bibliotecas de Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/cultura/pt-br/assuntos/sistema-nacional-de-bibliotecas-publicas-snbp/teste01/sistemas-estaduais-1/sistema-estadual-de-bibliotecas-de-mato-grosso-do-sul",https://www.gov.br/cultura/pt-br/assuntos/sistema-nacional-de-bibliotecas-publicas-snbp/teste01/sistemas-estaduais-1/sistema-estadual-de-bibliotecas-de-mato-grosso-do-sul,5 ago. 2026,,Referência institucional estadual
103,Mobilidade rodoviária,Página institucional ou portal,"AGEMS. (2026). *Transporte rodoviário intermunicipal de passageiros* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.agems.ms.gov.br/informativo/transporte-rodoviario-intermunicipal",https://www.agems.ms.gov.br/informativo/transporte-rodoviario-intermunicipal/,5 ago. 2026,terminais_rodoviarios,Validação operacional de terminais e serviços
104,Turismo e atendimento,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (2026). *Informações turísticas e Centros de Atendimento ao Turista* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/informacoes-turisticas",https://www.turismo.ms.gov.br/informacoes-turisticas/,5 ago. 2026,centros_atendimento_turista,CAT e apoio municipal ao visitante
105,Conectividade,Documento ou publicação institucional,"Anatel. (2026). *Mosaico SMP, mapas e arquivos de cobertura móvel* [Documento ou publicação institucional]. https://dados.gov.br/dados/conjuntos-dados/cobertura_movel",https://dados.gov.br/dados/conjuntos-dados/cobertura_movel,5 ago. 2026,cobertura_telefonia_movel,Conjunto de dados de cobertura móvel e metadados. A visualização complementar utiliza o Mosaico SMP.
106,Cartografia colaborativa,Página institucional ou portal,"OpenStreetMap contributors. (2026). *OpenStreetMap e Overpass API* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.openstreetmap.org",https://www.openstreetmap.org/,5 ago. 2026,,Captura espacial sob demanda de equipamentos sem base estadual única. Requer validação institucional
107,Cartografia de base e bibliotecas,Página institucional ou portal,"Google. (2026). *Maps JavaScript API* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://developers.google.com/maps/documentation/javascript/overview",https://developers.google.com/maps/documentation/javascript/overview,5 ago. 2026,,Vista opcional configurável por chave restrita
108,Terras indígenas,Documento ou publicação institucional,"Fundação Nacional dos Povos Indígenas, FUNAI. (2026). *Terras Indígenas, dados geoespaciais e mapas* [Documento ou publicação institucional]. https://www.gov.br/funai/pt-br/atuacao/terras-indigenas/geoprocessamento-e-mapas",https://www.gov.br/funai/pt-br/atuacao/terras-indigenas/geoprocessamento-e-mapas,5 ago. 2026,terras_indigenas_poligonos,Dados atualizados e disponibilizados em formatos geoespaciais
109,Terras indígenas,Serviço ou API geoespacial,"PAMGIA IBAMA e FUNAI. (2026). *Terra Indígena, camada vetorial FUNAI* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://pamgia.ibama.gov.br/server/rest/services/01_Publicacoes_Bases/lim_terra_indigena_a/FeatureServer/12",https://pamgia.ibama.gov.br/server/rest/services/01_Publicacoes_Bases/lim_terra_indigena_a/FeatureServer/12,5 ago. 2026,terras_indigenas_poligonos,"Polígonos, etnia, município, fase administrativa e superfície"
110,Territórios quilombolas,Página institucional ou portal,"INCRA. (2026). *Regularização de territórios quilombolas* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/incra/pt-br/assuntos/governanca-fundiaria/quilombolas",https://www.gov.br/incra/pt-br/assuntos/governanca-fundiaria/quilombolas,5 ago. 2026,,Referência institucional da política de titulação
111,Territórios quilombolas,Serviço ou API geoespacial,"PAMGIA IBAMA e INCRA. (2026). *Territórios quilombolas, camada vetorial* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://pamgia.ibama.gov.br/server/rest/services/BasesSincronizadas/lim_quilombos_incra_a/FeatureServer/0",https://pamgia.ibama.gov.br/server/rest/services/BasesSincronizadas/lim_quilombos_incra_a/FeatureServer/0,5 ago. 2026,territorios_quilombolas_poligonos,Polígonos sincronizados a partir da base do INCRA
112,Assentamentos rurais,Página institucional ou portal,"INCRA. (2026). *Assentamentos, relação de projetos criados e reconhecidos* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/incra/pt-br/assuntos/reforma-agraria/assentamentos-relacao-de-projetos",https://www.gov.br/incra/pt-br/assuntos/reforma-agraria/assentamentos-relacao-de-projetos,5 ago. 2026,,Relação atualizada em PDF e CSV
113,Assentamentos rurais,Serviço ou API geoespacial,"PAMGIA IBAMA e INCRA. (2026). *Assentamentos da reforma agrária, camada vetorial* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://pamgia.ibama.gov.br/server/rest/services/01_Publicacoes_Bases/assentamentos_incra/FeatureServer/1",https://pamgia.ibama.gov.br/server/rest/services/01_Publicacoes_Bases/assentamentos_incra/FeatureServer/1,5 ago. 2026,assentamentos_rurais_incra,"Polígonos com município, área, capacidade, famílias e fase"
114,Barragens,Página institucional ou portal,"Agência Nacional de Águas e Saneamento Básico, ANA. (2026). *Sistema Nacional de Informações sobre Segurança de Barragens, SNISB* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.snisb.gov.br",https://www.snisb.gov.br/,5 ago. 2026,,Cadastro nacional de barragens e informações de segurança
115,Vulnerabilidade territorial,Página institucional ou portal,"Instituto Brasileiro de Geografia e Estatística, IBGE. (2026). *Panorama do Censo Demográfico 2022* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://censo2022.ibge.gov.br/panorama",https://censo2022.ibge.gov.br/panorama/,5 ago. 2026,vulnerabilidade_territorial_censo_2022,"Indicadores demográficos, domiciliares, educacionais e territoriais"
116,Regionalização turística,Documento ou publicação institucional,Ministério do Turismo. (2026). *Mapa do Turismo Brasileiro* [Documento ou publicação institucional]. https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/mapa-do-turismo-brasileiro/mapa-do-turismo-brasileiro,https://www.gov.br/turismo/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/programa-de-regionalizacao-do-turismo-2/mapa-do-turismo-brasileiro/mapa-do-turismo-brasileiro,5 ago. 2026,regioes_municipios_turisticos,Processo de atualização contínua conforme a página institucional vigente na data de corte.
117,Patrimônio estadual e ferroviário,Documento ou publicação institucional,"Fundação de Cultura de Mato Grosso do Sul. (2026). *Guias, manuais e inventários patrimoniais* [Documento ou publicação institucional]. https://www.fundacaodecultura.ms.gov.br/informativos/guias-e-manuais",https://www.fundacaodecultura.ms.gov.br/informativos/guias-e-manuais/,5 ago. 2026,patrimonio_estadual_estacoes_ferroviarias,"Fontes para patrimônio material, imaterial e estações ferroviárias"
118,Geologia,Serviço ou API geoespacial,"Serviço Geológico do Brasil, SGB. (2006). *Mapa geológico de Mato Grosso do Sul, unidades litoestratigráficas, escala 1:1.000.000* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://geoportal.sgb.gov.br/server/rest/services/geologia/litoestratigrafia_estados/MapServer/7",https://geoportal.sgb.gov.br/server/rest/services/geologia/litoestratigrafia_estados/MapServer/7,5 ago. 2026,mapa_geologico_ms,Serviço vetorial oficial com atributos litoestratigráficos e simbologia por unidade
119,Geologia,Serviço ou API geoespacial,"Serviço Geológico do Brasil, SGB. (2026). *Serviço de mapeamentos geológicos estaduais do GeoSGB* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://geoportal.sgb.gov.br/server/rest/services/geologia/litoestratigrafia_estados/MapServer",https://geoportal.sgb.gov.br/server/rest/services/geologia/litoestratigrafia_estados/MapServer,5 ago. 2026,mapa_geologico_ms,"Integra mapas estaduais e disponibiliza WMS, WFS e consulta ArcGIS REST"
120,Hidrogeologia,Documento ou publicação institucional,"ABREU, Márcio Costa; PAULA, Thiago Luiz Feijó de; REMPEL, Katarina; SENHORINHO, Eliel Martins. (2024). *Mapa hidrogeológico do estado de Mato Grosso do Sul* [Documento ou publicação institucional]. https://rigeo.sgb.gov.br/handle/doc/25365",https://rigeo.sgb.gov.br/handle/doc/25365,5 ago. 2026,mapa_hidrogeologico_ms,"Mapa estadual na escala 1:1.000.000, acompanhado de arquivos vetoriais para ArcGIS e QGIS"
121,Hidrogeologia,Serviço ou API geoespacial,"Serviço Geológico do Brasil, SGB. (2026). *Hidrogeologia Atlas do Brasil, camada vetorial* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://geoportal.sgb.gov.br/server/rest/services/hidrologia/Mapa_Hidrogeologico_Atlas_Brasil/MapServer/1",https://geoportal.sgb.gov.br/server/rest/services/hidrologia/Mapa_Hidrogeologico_Atlas_Brasil/MapServer/1,5 ago. 2026,mapa_hidrogeologico_ms,Camada poligonal utilizada para captura e recorte espacial de Mato Grosso do Sul
122,Hidrogeologia,Documento ou publicação institucional,"Serviço Geológico do Brasil, SGB. (2026). *Mapas hidrogeológicos para download* [Documento ou publicação institucional]. https://www.sgb.gov.br/mapas-para-download",https://www.sgb.gov.br/mapas-para-download,5 ago. 2026,,Portal que reúne o mapa estadual de Mato Grosso do Sul e outros produtos hidrogeológicos
123,Geomorfologia,Página institucional ou portal,"Instituto Brasileiro de Geografia e Estatística, IBGE. (2025). *Banco de Dados de Informações Ambientais, tema Geomorfologia* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://bdiaweb.ibge.gov.br",https://bdiaweb.ibge.gov.br/,5 ago. 2026,mapa_geomorfologico_ibge | mapa_vegetacao_original_radam,Consulta e download de unidades geomorfológicas e seus atributos
124,Geomorfologia,Página institucional ou portal,"Instituto Brasileiro de Geografia e Estatística, IBGE. (2025). *Geomorfologia na escala 1:250.000* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.ibge.gov.br/geociencias/informacoes-ambientais/geomorfologia/10870-geomorfologia.html",https://www.ibge.gov.br/geociencias/informacoes-ambientais/geomorfologia/10870-geomorfologia.html,5 ago. 2026,mapa_geomorfologico_ibge,Produto cartográfico nacional utilizado como referência da camada estadual
125,Altimetria,Serviço ou API geoespacial,"SEMADESC e PIN MS. (2026). *Altimetria de Mato Grosso do Sul* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://www.pinms.ms.gov.br/arcgis/rest/services/SEMADESC/SEMADESC_MAPAS/MapServer/5",https://www.pinms.ms.gov.br/arcgis/rest/services/SEMADESC/SEMADESC_MAPAS/MapServer/5,5 ago. 2026,mapa_altimetria_ms,Serviço cartográfico estadual exibido sob demanda
126,Geomorfometria,Página institucional ou portal,"Instituto Nacional de Pesquisas Espaciais, INPE. (2026). *TOPODATA, Banco de Dados Geomorfométricos do Brasil* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://data.inpe.br/dados/topodata",https://data.inpe.br/dados/topodata/,5 ago. 2026,mapa_declividade_topodata,"Modelo refinado e variáveis como declividade, orientação e curvaturas"
127,Solos,Serviço ou API geoespacial,"IMASUL e PIN MS. (2026). *Solos de Mato Grosso do Sul, escala 1:250.000* [Serviço ou API geoespacial]. Recuperado em 6 de agosto de 2026, de https://www.pinms.ms.gov.br/arcgis/rest/services/IMASUL/SiriemaGeo_Sisla/MapServer/42",https://www.pinms.ms.gov.br/arcgis/rest/services/IMASUL/SiriemaGeo_Sisla/MapServer/42,5 ago. 2026,mapa_solos_ms,Camada poligonal estadual com classes de solos e simbologia oficial
128,Zoneamento Agroecológico,Página institucional ou portal,"SEMADESC e Embrapa Solos. (2026). *Zoneamento Agroecológico de Mato Grosso do Sul, ZAE MS* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.semadesc.ms.gov.br/programas-e-projetos/zae-ms",https://www.semadesc.ms.gov.br/programas-e-projetos/zae-ms/,5 ago. 2026,mapa_fragilidade_ambiental_zae | mapa_macrozoneamento_zae | mapa_zoneamento_agroecologico_ms,"Inclui solos, água disponível, fragilidade ambiental, zonas agroecológicas e aptidões"
